gene,degree,diversity
SRSF3,256,62.8175851058603
PRPF8,233,54.10722964283592
SF3B4,198,43.081781150391805
PPIL6,179,45.299040022545476
RBM5,178,44.387966867701344
PRCC,180,47.12023989499816
PPIL4,182,48.98652066746271
SLU7,216,64.87813591515155
SF3B3,223,51.60116799747604
RBM22,205,45.46562413549724
HNRNPR,200,51.96956980790579
DNAJC8,181,47.70478284401864
TXNL4A,198,43.70973999458499
SF3B2,209,50.579596855106935
PPIL3,187,53.79406450298357
SRSF7,251,62.914860782038616
CWC22,202,52.06645789158051
MAGOHB,309,117.3325413275144
LSM5,199,60.13453044519843
WDR33,229,61.736349141864224
DDX46,189,47.778618602632314
HNRNPL,204,52.096852255901894
HNRNPH2,184,47.07904778639388
RNPS1,337,112.42435591226977
UPF3B,314,119.52103590833964
U2AF2,279,70.86526217377978
SKIV2L2,388,140.93301349892752
CWC25,199,51.08990342081753
PCF11,263,68.6481909997277
U2AF1L4,224,54.4046526390065
HNRNPK,235,76.8207410275014
HNRNPD,205,63.365344314394754
PRPF4,183,50.44280908369086
PPIL1,185,44.38946381861484
NUDT21,204,54.006658599229326
SYF2,184,58.791678323234926
CPSF3,235,62.94097490377204
SF3B1,285,93.11420977583278
DHX38,237,57.81273644452338
MFAP1,82,48.74806052495387
SYMPK,240,67.82342144695897
SNRPN,225,54.3903698521964
SNRPD2,296,74.76464132086055
GCFC2,162,59.58506710013417
SNRPE,315,87.19338416944855
PHF5A,209,48.44093276334676
SUGP1,203,63.70936171468867
ALYREF,258,69.40998872783692
SRSF4,225,54.090518613735014
PRPF31,244,92.92110094332108
CPSF4,229,59.05298622680196
DHX16,189,48.03129852363452
TFIP11,171,61.75105972209477
HNRNPA1,232,72.10129859702242
CASC3,308,117.62627847284311
CPSF2,243,67.00609243077228
GTF2F2,328,82.83032461289302
HNRNPA3,189,47.192807130341315
ELAVL2,180,46.448454395087154
PRPF6,215,54.06136889639792
PRPF40A,185,56.08058778275085
LSM4,204,64.41123338901166
SRSF5,235,59.59255429167182
CTNNBL1,197,53.05156477012543
RBM17,182,46.4252580688955
SNRPD3,293,73.15201773909389
HNRNPA2B1,210,56.46142245862997
PAPOLA,200,54.29629350826353
NCBP2,466,138.7504706730768
SNRPB,284,73.94557428902306
HNRNPC,264,84.399316431097
CWC15,202,46.15796241564592
TRA2B,185,62.04198848291288
CPSF1,237,63.312586668087505
CD2BP2,185,49.268784888383095
USP39,176,57.211551506031824
PPIH,180,51.27282898918584
BCAS2,198,46.942990236576804
HNRNPA0,192,48.14464731159133
WBP11,180,46.12269392734446
PCBP2,197,58.565395930825225
SRSF11,243,62.49121078708556
CDC40,251,55.28729424680422
EIF4A3,429,154.1922997744809
PLRG1,212,48.50183952749963
PTBP1,227,67.40260754897615
LSM6,201,60.15003135759104
SRSF2,246,62.20736389722127
FIP1L1,239,66.43225751808365
NHP2L1,425,133.8425237337493
SNRPA1,222,55.0728288901717
CCAR1,185,51.2520368935282
SNRNP200,238,56.85714768548155
WBP4,168,47.46770594827222
HNRNPF,209,54.83443939321733
SMNDC1,184,51.23358315168648
DHX9,270,102.21723071111654
HNRNPH1,218,59.08902049447078
SNRNP27,166,48.323025228395835
SF3A2,236,74.17794427470794
PCBP1,197,54.45690010319944
DDX23,201,47.98718982680897
CSTF2T,197,52.145468991690265
RBM10,22,19.934183179297328
HNRNPUL1,189,50.95451200480665
PQBP1,191,54.797070287916206
CSTF2,210,59.172271099778534
SRRM1,234,62.303709284049646
ELAVL1,240,84.97592108425744
SART1,194,55.17814586066346
SNRPF,304,87.5872934097268
DDX42,187,44.77392619373415
SNRPD1,273,66.72339442976434
SNRNP70,207,59.5319311715694
HNRNPU,213,59.52715779913929
U2SURP,182,45.048677798517936
SRSF9,236,60.740259985378565
CSTF3,207,56.561627595069695
SNRNP40,225,59.79566410665387
LSM7,197,57.59480492616407
SNRPC,190,54.753647553457185
RBMX,203,53.66906668576643
CWC27,178,50.105801652022116
CLP1,226,64.70772384054051
SF3A1,209,49.190068365069045
CRNKL1,210,46.64751289284177
PRPF38A,192,53.68499827473528
SNRPB2,195,46.41309856981404
CPSF7,194,50.57468236691472
BUD31,208,52.01233383128206
LSM2,222,57.62525542514971
SRSF6,240,55.10148009128247
SRSF1,277,67.8025315726082
PABPN1,202,56.64110009384238
SRRM2,200,50.95243645945014
PPWD1,162,58.77652537510602
DHX15,319,101.22143199924272
HEATR6,17,14.8442925717806
TCERG1,67,49.56626294812153
SLC2A13,89,64.70544386572777
DHX8,72,55.286666402466444
PRKRIP1,37,31.54397027568008
SF1,176,71.8565004679936
PRPF40B,69,50.25662290904924
TCERG1L,42,32.50275311540493
ISY1,37,28.511786097482197
ISY1-RAB43,36,28.036830330946284
CWF19L2,22,19.556499044129243
ELL,139,57.815189294871345
WDR25,65,42.138289365338075
ST6GALNAC1,29,22.949753418594046
C1GALT1,47,11.712151476434105
B3GNT6,29,12.656202386822073
GALNT2,53,38.54048670374769
GALNTL6,21,14.769460068693068
GALNT9,21,14.769460068693066
ST3GAL1,42,26.597131533600894
ST3GAL2,46,27.610045169945405
GALNT13,24,17.680998530231527
C1GALT1C1,43,11.874216181359856
GALNT3,24,18.67773442486028
GALNT6,22,15.680998530231527
GALNT11,20,14.780610377736233
GALNT18,20,14.780610377736235
GALNTL5,21,14.769460068693068
GALNT5,20,14.780610377736231
PPOX,13,8.421692679301376
GALNT10,21,15.692148839274694
GALNT16,20,14.780610377736235
EEF1A2,104,75.19415941170793
GALNT8,22,15.680998530231529
GALNT7,21,14.500479049712046
GALNT15,20,14.780610377736235
GALNT12,20,14.780610377736231
GALNT4,23,15.30995811129826
ENSP00000447852,6,5.607749641662686
SLC25A18,5,4.782732566710895
GALNT1,50,35.96950674367208
LMCD1,3,3.0
GATA6,30,22.794092600767335
TAF6L,73,43.788194674669455
DLX2,4,4.0
KXD1,57,48.16132527277196
PABPC1,207,107.12255958239594
RPS6KB1,137,108.36445100184736
EIF3D,137,74.9830558729335
ANKRD42,7,6.827008964816803
CCDC92,20,18.35636200107141
PAAF1,21,19.052485369008213
RPL10,239,76.17902397915752
EIF4A1,187,101.00270609046561
EIF4G1,232,121.2975479372545
CCDC74B,17,15.633008670513538
RPS12,270,86.89351502274641
RPL17,256,80.4022423443801
EEF2,200,102.82760370876612
EIF4E,255,152.57198270553354
CAMKK1,11,9.26897097007289
CAMK4,37,33.054833700350024
CAMKK2,18,15.037420898259882
ANKRD10,8,4.896295265915519
GULP1,14,11.694092824975968
RNF214,7,4.015342884963138
AAMP,25,23.149690235964098
NYAP2,8,4.896295265915519
ANKRD46,6,3.45970695970696
HSPA5,162,102.36162836299626
RNF103,10,9.241070319836894
EMC3,14,6.5239415990375065
EDEM1,27,20.02499595587812
6-Mar,29,23.160801602041808
TMEM129,10,9.436666021463736
SYVN1,51,33.70117334513336
HERPUD1,9,8.35853295096456
AMFR,42,30.225470845037854
EDEM2,12,10.80708202794417
EMC2,13,5.98997414918131
UBE2G2,278,52.86566255644582
ESYT1,11,7.987061032026707
UBXN4,15,13.187788381086051
VIMP,58,36.90776518621799
AUP1,14,12.077216063488846
UBAC2,22,19.831743707717123
RNF139,23,17.591374699117235
EMC1,16,7.1423059747355495
TRIM13,18,14.678589655552592
ARL6IP5,8,7.711067193675889
UBE2J1,270,46.95196099104879
NOX3,8,6.16077754444907
NCF1,38,28.481572865560718
NOXO1,12,6.952062039643603
DECR1,90,75.52826752195352
NCF2,45,35.05922135268016
NCF4,25,17.544637675090787
NOXA1,12,6.952062039643602
KDM4B,54,44.581207576642925
H2AFB1,326,139.67751818022904
HIST1H2AJ,366,154.78037540364434
JMJD1C,7,6.74460989028584
ZNF217,78,50.13509120416779
NR5A2,48,40.32416742713653
KDM4A,74,53.46621985314806
KMT2D,135,74.92121570689376
HIST1H2AC,397,154.30850636351127
HIST1H2AD,386,159.01417098194634
H2AFJ,338,139.8974373055474
KDM2A,54,40.48903065949012
KDM6B,81,60.69032500316649
KDM3A,22,19.274345892425263
KDM2B,66,48.34308147823664
ICAM3,8,7.0678484144085685
ICAM2,11,9.763144027085275
MSN,39,34.91381467412158
CLEC4M,7,6.221384548514366
CD209,29,22.522109681912685
CTTNBP2,29,20.27089866172388
STRIP1,28,17.538458439824772
PPM1B,33,28.792382692852133
STK24,38,23.528465399616575
STRIP2,16,9.095145394324298
GP5,30,23.16902667043135
STRN,33,19.879980147014415
CTTNBP2NL,18,10.651715539986142
STRN4,33,19.93615621978722
STK25,24,13.24664846530061
STK3,46,29.281975595098952
MST4,31,19.654297196895783
STRN3,32,18.094137650904088
PDCD10,28,17.21881338913029
KCND2,21,18.234848484848484
MOB4,36,21.752024464400588
RAB3C,79,30.838672182201282
ACTL6B,48,30.266458539174035
WDR77,81,63.571347166330455
PHF10,26,17.420412010257415
RUNX1,161,117.23694404961685
BCL7C,30,15.950658850673003
SMARCA1,32,26.730352930122685
DPF1,17,12.067149638073634
DMAP1,68,43.11985477435435
ACTL6A,128,75.42744777565501
ARID1A,77,53.55764251636479
SMARCD3,102,62.26561848984765
ARID4A,42,33.78712753261386
NCR1,33,25.864588148548304
ARID4B,55,39.98304068505317
DPF2,29,20.726465463255444
SS18L1,18,13.402512960436344
EP400,90,56.07197031372058
COPRS,35,28.34099035622906
BRD7,43,31.086592774285183
CBFB,202,145.53750666723025
TRRAP,141,83.52384732482801
SMARCC2,78,49.42290412957271
ARID2,34,22.06490719012556
RB1,177,131.84337839491056
DPF3,52,35.06410583564719
PBRM1,57,40.60716190115217
SMARCD2,46,30.554014584356857
SMARCC1,81,53.490187669180386
ACTB,311,208.67984837926363
CDK4,170,118.27703124513828
INO80,77,54.39272935313928
SMARCD1,74,45.843010137117155
SRCAP,28,23.975666928808707
DNMT3A,97,69.12210197819618
BCL7A,27,14.781368324196581
EP400NL,11,10.239090583687915
ACTG1,148,106.96831298073374
SMARCA4,144,101.87527832028155
SS18,34,20.41533951277497
BANF1,34,24.82274209858203
SMARCA2,65,44.140395940240644
SMARCE1,83,53.13858329978694
SMARCB1,85,58.09102053671226
PRMT5,114,90.8709959576901
ARID1B,38,24.079812118433672
PRRT2,27,25.86636641107437
TOP2A,207,107.60694399951346
NDC80,233,96.9162309459138
ASF1B,120,81.83197245661358
OSBPL1A,61,38.64752427653842
CDCA8,234,99.69885018529608
ASPM,142,69.89809221096043
NCAPG,169,80.74082051600666
RILP,63,40.2167118957536
SGOL1,141,63.29603794917083
NUSAP1,121,60.09212201576815
PBK,127,63.1956597549749
NEK2,220,86.00764398819037
PRC1,117,67.23256559092607
CCNB2,287,130.52681366262522
CDCA5,159,69.34181027188352
TROAP,53,37.497907981895516
INCENP,170,87.0523603470026
ACTR1B,75,49.21405241697652
RINT1,85,44.05595056431256
SHCBP1,60,41.18982199573953
TPX2,193,96.79426073556304
CCNB1,385,188.56984146562712
ASPHD1,14,10.265455174690844
CDCA3,78,50.107541660402084
NBAS,79,40.536367285179054
NCAPH,95,61.298572981418666
SEZ6L2,7,5.308689717925388
ZW10,174,72.26877188166144
KNTC1,135,63.779329890348215
BUB1,269,112.77710065937833
MAZ,2,2.0
NUF2,178,75.94006190805453
BIRC5,249,122.63054958832112
SPAG5,90,49.0635665529258
CDC25C,118,87.72925267074476
OBP2A,3,1.7372611464968153
APOD,9,6.7096033761761085
OBP2B,3,1.7372611464968153
LCN1,7,6.851421901161687
SOX9,60,52.78974679529121
HAVCR2,17,14.179096388298369
YTHDC2,29,26.675913108786297
DDX10,158,52.45773165662311
ALKBH5,18,9.174360692242882
DDX49,252,95.3303216628978
DDX27,166,53.549504485825366
DDX24,148,53.74600539972594
IRAK1,86,56.88504347021664
URB1,64,45.47597395661939
C17orf104,1,1.0
DDX31,124,51.652037284967015
DDX6,61,46.71967847017502
DDX55,171,58.9132680117003
NOM1,64,44.6574681320708
WTAP,38,28.852698045533977
TMEM161A,4,1.4333333333333333
C11orf1,1,1.0
SLC25A42,5,3.2666666666666666
KIAA0195,6,4.166666666666666
CASKIN2,4,2.433333333333333
FASLG,73,57.98154714916427
CRADD,26,19.112768349841303
PRKCI,66,54.69368250607362
TXN,80,62.75579709504868
SHARPIN,29,21.465501478420794
BAG4,58,46.26781901852219
TNFAIP3,51,37.24878175181497
MADD,27,20.691387020748707
CASP2,53,41.38667845211272
IL1R1,45,30.48590037693762
MAP3K3,33,27.292482713468022
CASP10,54,39.65105520730322
FADD,84,56.32270165815855
CFLAR,35,26.66241251579477
RIPK1,116,70.05755669273073
SMPD3,36,17.188749294411657
PRKCZ,127,100.21801886756681
RNF31,40,28.777677878288383
TAB1,91,62.02726286503482
CAV1,109,94.20593535356504
DAXX,76,65.3091835419797
CD40,102,74.81078523876364
TANK,45,34.128516234701024
CASP7,52,44.185931104424434
FAS,64,51.1921460335742
CASP3,209,164.03865638253157
IL10,205,126.34352258871952
RFFL,11,10.651150833459436
MAP2K3,75,60.18918286604644
IKBKG,153,94.501591719882
NRK,5,4.841219687475932
JAK1,219,112.20234700409708
STAT1,249,162.66136396204735
MAP2K7,89,71.05136233867708
XIAP,92,66.68333289950696
SMPD2,40,18.578705393135554
BID,50,36.72278006642368
RIPK3,47,38.255217457742475
TNIK,16,15.148810184511364
VCAM1,151,90.54011872052212
STAT3,362,233.940614783899
CLIP3,16,14.871130829214088
PIDD1,17,15.073821798181335
IKBKB,148,94.82802736779341
TAB3,62,43.14267342364271
RFK,12,9.869467513149889
MAP4K3,10,9.573765600335905
MAP2K4,88,68.9535128345059
TAB2,90,62.62967132875126
OTUD7B,32,25.605558075235685
SMPD1,58,33.46543138173683
CHUK,140,88.96230661359556
MAP4K2,12,11.00866146096831
NSMAF,12,10.175497886425262
ADAM17,57,49.18672636668488
USP21,36,30.392187932313867
MAP2K6,99,76.38711492201713
CD27,34,27.476257217679315
RBCK1,284,54.04547670378002
MAP4K4,43,35.21157469206236
GOLGA5,34,22.07858495624863
COG4,121,56.56774180964744
GOLIM4,26,16.262480684246786
MAN1A2,28,18.34040084377123
COG2,123,59.63290378473339
MAN1A1,27,17.959346712717103
RAB33B,88,33.23445496546335
COG5,119,54.846286530273424
GORASP2,16,14.302777536512234
BLZF1,12,11.033337103929833
GOLGA4,41,23.54696220410455
COG8,116,54.182790059066136
GOLGA1,38,21.446592693416093
COG3,123,57.723727645284946
COG7,116,53.2578076229991
CUX1,57,40.37671159132047
GOLGB1,87,47.94348970835063
COG6,119,54.578641196285666
COG1,115,52.514842311291765
TRIP11,12,11.408893801800962
MAN1C1,26,16.99780825117864
MAN2A2,27,17.917816161428483
CELSR3,5,4.322684977857391
PPP2R2A,183,108.15781149804035
PPP2R2B,42,34.42194749030201
PPP2R3B,47,26.446741240645597
CENPT,142,70.21825915276902
CENPI,143,69.8329606779081
SGOL2,112,51.89495368795506
SPDL1,125,57.015083093757376
IER3,10,9.818677657998762
MARK3,72,39.3123586451295
CENPN,198,92.78126839151817
CENPF,187,72.65905167478968
STAG2,177,81.37709421180693
SMC3,227,105.93278904885909
STAG1,172,76.8262853704584
REC8,82,51.91073798584131
CENPL,137,66.12417921411591
MAPRE1,228,74.47584765855767
NUP160,231,99.42755495021096
PDS5B,117,54.77789126807723
XPO1,212,128.05385594355982
CLASP2,116,54.822107938396506
NUP85,239,106.1360557217283
NUP107,240,107.53838287877582
PDS5A,127,59.89770379481366
AHCTF1,119,57.068582404968815
MIS12,116,56.654177242604064
ERCC6L,123,59.47822047598661
ITGB3BP,154,80.4973782082985
NDE1,212,64.06984572807357
PAFAH1B1,262,97.83169137822367
SMC1A,199,93.87281484679703
RANBP2,258,119.33565157108193
CENPU,176,85.08318038194275
CLASP1,215,66.56280918017971
CENPO,138,66.9853439963305
AKT3,126,102.498248618336
TAOK1,110,50.63729877769935
B9D2,195,66.42454455194866
CENPM,175,83.25997239545669
NUP37,232,101.49405956113766
PPP2R4,75,48.38618162011043
CENPP,137,66.1241792141159
ZWILCH,120,56.700820636648025
INSR,96,70.63540616529893
CENPH,143,69.69673021556713
SPC25,134,62.031055838359855
CENPK,142,69.2897343988121
CLIP1,128,64.95193203235415
PPP2R2D,51,27.524597437590348
PPP2R2C,41,33.865783417959435
CENPQ,137,66.12417921411591
SKA2,109,50.04429452595568
PECAM1,73,62.44000111884552
NDEL1,116,55.98671261939288
WAPAL,118,55.479976551857916
MAD1L1,113,54.03803834756959
CENPC,140,67.45960726795323
CENPA,251,107.8579449869624
RCC2,106,47.81182453732612
CASC5,156,76.01471155992654
NUP133,232,101.27945154701865
NSL1,110,50.87785806150891
NUDC,122,63.063857907612345
SPC24,115,52.477842399680064
CKAP5,234,78.98040190870623
ESPL1,214,105.38324050022415
PPP2R3A,43,25.24409044882342
YES1,156,109.96200038181507
SKA1,127,58.57057471795083
RAD21,194,90.0616557052709
PYGM,47,30.824393523186455
PGM2L1,12,10.250182508689875
PGM2,59,37.15679431030835
PGAM2,32,19.79635273525157
AGL,28,19.74718460074053
PYGL,32,20.74199494345753
GYS2,38,27.61315059657521
GYG1,31,22.300796003112396
PGM5,30,18.282786149060506
GYG2,19,13.915984762358955
LOC93432,16,10.448118527933637
ENPP1,99,63.66510461037429
SCGB1A1,20,15.191968547510196
PHKG2,17,12.329632017725713
ENO3,49,31.10654629385516
FKBP2,21,16.46148877454123
MARK2,23,18.889213494493564
PHKA2,17,11.991248587088762
ROM1,18,13.353711187276748
AMY2B,12,7.536814987308827
FOSL1,41,32.264748188465035
UGP2,32,22.41383717442986
PFKM,52,31.749390176779208
ENPP3,83,50.236006951674234
GYS1,41,29.786878957709305
AHNAK,24,18.44983496012302
PHKA1,19,13.99663125603526
COX8A,44,29.514671754790992
PHKG1,14,9.434304142644313
AMY1A,15,8.293362606356446
AMY2A,12,7.536814987308827
AMPD1,47,29.150143071632392
PHKB,15,10.362875571215744
TPI1,95,59.274877117179656
BCL3,12,11.505685330169172
PIGT,17,9.145066486041685
ALG3,37,19.21846142248807
PIGF,9,5.698935424478902
PGAP1,14,9.428192580115896
GPAA1,17,9.330072060177693
DPM3,26,13.011875430211342
PDZD4,3,3.0
ELF3,24,21.03060135015906
ELF5,2,2.0
BCAM,4,4.0
PRLH,3,2.3089900110987793
PRLHR,4,2.975656677765446
INHBB,15,11.565320526075006
BMP10,14,11.741847063719852
INHBA,19,14.700274197554606
EPHA8,29,18.248361944283626
RASA1,115,81.79461351875534
EPHA7,35,20.99244794137256
EPHA10,23,14.320757392306069
EPHA1,42,26.603867140198997
RINL,10,8.201204693797203
EPHB1,76,52.16711547848892
EPHB3,55,38.22609086393514
EPHA4,42,25.92783762697074
PIK3R6,80,66.72775229153298
EPHB6,53,36.22711998984842
PIK3CG,103,81.06806384467619
EPHB4,55,38.2823542255889
NGEF,42,32.83661508530845
EPHA3,42,25.813414641166645
EPHA5,37,22.936892385817004
ANKS1A,3,2.8531746031746033
EPHB2,98,71.5673570785485
EPHA6,36,21.676968975893594
EPHA2,77,54.9645349803215
TRIP13,88,59.709647165509416
ORC5,69,46.91475813265429
HORMAD1,9,8.409414819194604
HJURP,144,85.33428341050498
ANLN,74,51.69238028452455
DOT1L,24,21.00235174192443
KIF14,75,48.59141108799194
DLGAP5,139,72.3833883130342
HORMAD2,3,2.94706811499113
MSH5,46,34.226916439553875
MCM10,137,75.53609853334743
FOXM1,120,81.42180426041428
HMMR,163,86.7843605333437
CDC7,76,52.12169542676958
CDKN3,91,55.44076405994739
OIP5,128,78.20752637286009
MELK,117,59.7519334135186
RRM2,173,94.45736105426955
SLC39A1,26,10.004500407463468
TTK,152,77.00699556847141
MAD2L1BP,7,5.8775685902366845
ARHGAP11A,68,51.6317926272107
CDC45,171,81.40513506099254
CEP55,108,57.606689184625104
GINS2,104,62.14917791504807
VRK1,18,15.459969711528387
SPO11,87,59.34383236963296
MSH4,52,37.937130422950915
UBXN7,131,101.36901363225182
RAD54L,79,55.95399225504106
STIL,41,33.91451364680172
NCAPG2,83,64.80127020385868
THRB,37,33.226901778525374
PLK4,180,65.39758525692173
VASH1,2,2.0
CCDC23,3,2.0
ANGEL1,4,3.7042735042735044
NKX2-1,30,25.710046402695614
CDX2,24,22.640262429919883
SYP,41,34.388109524277624
CLEC3B,15,7.804337208911351
LGALS3BP,18,9.678025857252043
FAM3C,15,7.829286361453723
TIMP3,30,20.92110496846209
SERPINA4,22,13.748407878424318
CHST10,6,5.485984126984127
RARRES2,21,12.095688363653263
GC,39,32.05903524302538
APOH,60,34.604657794351795
HRG,80,39.37979293346392
CTSW,14,6.895220427387789
ECM1,15,7.7114702694997
USP40,6,5.263291501658248
SEPP1,36,19.545272878793703
ZC3H13,46,33.50112209103473
CPB2,36,29.492717363757745
ITIH3,25,15.794687363621268
CDC37L1,21,11.942710944089932
HSD17B10,43,31.199135681988835
ERN1,41,30.209836027859744
ETFB,20,16.952664202175136
DICER1,68,50.914699540032004
DHRS11,8,7.274265400113151
POP5,39,25.139888404156356
HUWE1,273,53.27176610617492
POP7,38,25.879072628713722
HADHA,29,20.04633536591027
AGO3,150,95.2854240528549
ACAT2,45,27.845852216105623
HADH,52,31.957584574951948
SCP2,75,35.23982211098345
ECHS1,30,19.292241147064065
POP1,51,36.31922556902303
POP4,31,18.133220844530886
ACOT8,54,20.17957810489912
RPP30,122,67.91130666357887
EHHADH,122,58.51749994091163
RPP21,113,64.76150409880329
TRMT10C,28,18.719256784968366
DROSHA,61,47.05813603526332
HADHB,48,30.831338247301503
RPP14,115,65.98618703478897
AGO2,171,125.93617777687606
TARBP2,37,25.300247242251544
FSIP1,5,4.367724867724867
KIAA0391,30,20.374226704979126
AGO4,147,92.37604012518972
PRKRA,41,25.90372349190955
ACAA2,52,34.60469534855239
RPP25,122,67.70023301928029
RPP40,115,64.66124138158742
DGCR8,36,25.416670919610056
ELAC2,22,20.67183641647382
SOD1,96,80.4771835258079
ACAT1,50,31.967490626199368
RPP38,212,120.6328290996351
AGO1,170,110.03533876454757
FGF4,76,47.843438215220345
FGF19,63,47.83394604373109
FGFR2,99,80.70034981116166
FGFR1OP2,40,26.868494861405612
FGF20,65,40.022635060716354
KAL1,16,15.091545247583635
FGF6,64,39.164958745794195
FGF16,48,32.23691823175661
GREM1,19,16.146985250355662
KDR,183,136.95373772553148
FRS2,72,48.07834805236248
FGF18,51,34.15388247888827
FGF3,61,40.129333532075016
NANOG,89,68.09389554998145
FLT1,81,64.61940156785083
FLRT1,15,13.67406903505265
KLB,33,25.905801421381643
ZMYM2,28,21.154884072040964
TEK,84,70.16834414144203
POU5F1,89,65.63664843147859
GAB1,134,90.46383364446808
CSF1R,94,76.66294236646684
KIT,140,108.23725550632163
CPSF6,86,64.79078940414944
PDGFRA,93,74.88087958645433
SOX2,119,90.62714714779425
MYO18A,28,21.465995183152074
FGF10,70,47.119451297306796
FGFRL1,10,9.409756392281237
FLT3,74,61.64077657897927
GDF3,12,10.380213555950307
FGFR4,64,47.91808207236813
FGFR1,103,80.16860732446035
PDGFRB,145,111.44707229762341
FGF1,99,65.64176339106099
FGFR3,78,62.3746644906864
FLRT3,18,16.561239561497665
FLT4,88,69.43161796513576
FGF22,54,34.410945048202926
FGFR1OP,148,53.42113726631132
FGF7,62,42.673536425722546
TRIM24,105,63.5921306204979
FGF9,73,46.11896214070471
FLRT2,13,11.838132342000899
LRRFIP1,32,25.072131421078243
FRS3,40,30.42468831671086
MUC5AC,82,30.788864584056096
MUC17,62,12.405893443377503
MUC1,87,35.96915857643976
MUCL1,64,13.897956935440995
ST6GAL2,8,7.206971821560199
MUC5B,64,14.034561589249948
B3GNT3,44,23.036307545479808
MUC15,62,12.4058934433775
B4GALT2,50,30.154069834806215
MUC4,66,16.30771360607141
MUC12,62,12.4058934433775
MUC16,63,13.372549911963922
MUC13,63,12.389764411119437
MUC20,69,19.088341930522056
B4GALT1,119,56.13640143381526
MUC21,62,12.4058934433775
MUC7,63,13.17389139524642
MUC6,67,16.940239320820904
MUC3A,62,12.4058934433775
B4GALT3,45,24.380252601207804
SLC25A6,41,30.420285261750045
TIMM23B,26,19.35588879652344
CHCHD4,38,29.94455073591491
TOMM7,69,48.64013653838891
TIMM9,48,28.49711959283832
TIMM8A,38,23.56415201242439
TOMM70A,55,29.826758554302266
SAMM50,46,28.211849053875945
TOMM22,51,30.691777958710052
TIMM10,66,41.29557672413356
ROMO1,14,12.847779214267943
YLPM1,5,4.974512987012988
BPIFA3,5,1.8243243243243243
BPIFA1,6,5.857730757072862
CDK5RAP1,6,5.966843195947502
PLTP,39,22.33460241977672
BPIFB1,4,2.990990990990991
REXO1,7,5.270016339869281
EXOSC10,187,111.4576625085944
ABHD17A,5,3.5
DUS3L,4,3.570969530893195
TCEB3,69,38.98477741169602
LOC81691,2,1.7083333333333335
REXO2,9,7.792164064891338
MKRN2,2,2.0
PAIP1,42,28.06133848172376
PDLIM2,3,3.0
GPATCH1,11,9.839864630304678
USB1,11,9.757714165793308
EAPP,12,10.772408279869282
TSSC4,21,18.05113894503973
WDR83,18,17.116782513098432
CCDC94,43,30.55271521859682
KEAP1,324,56.56998998486119
CAND1,161,78.01586216042668
UBE2F,291,34.8326895330272
FBXW11,340,64.28868942935219
COMMD9,180,79.01727930688175
MAF,36,32.673390555223556
TRIM11,258,38.838265866279535
HPGDS,81,42.81287221818523
RNF4,301,70.91652276800886
KLHL22,299,34.85214624481742
HERC5,297,64.89385892196255
FBXO2,304,35.19984432054493
ASB9,299,34.015062331998706
FEM1C,146,67.23599145792559
AREL1,258,38.62105761864117
FBXL16,296,31.04446142913647
KCTD6,299,34.67532760245435
FEM1A,145,67.79347143006073
FBXO10,297,31.52795550026101
ASB6,300,34.85321883215444
ASB2,295,30.53471225701777
KBTBD13,302,37.36345423512681
TRAIP,260,41.02414762199219
FBXO22,298,32.58572235802786
CISH,163,80.45019947103826
RBBP6,280,58.668306992523945
COPS5,291,161.60259694717863
RNF220,261,40.721162598069746
RNF114,258,38.14059327362364
PJA2,256,37.775533988843264
COPS7B,215,105.70139127265129
TRIM4,255,36.849939018030504
FBXO41,296,31.148170091929693
FBXO4,310,40.70535785707472
RNF111,292,65.3284881396007
SMAD3,221,164.500419070306
SMAD2,171,125.39046988523604
COMMD2,184,81.2614989299342
KCTD7,305,39.735382700587216
KLHL2,302,37.74540559185097
UBE2Z,260,41.42860142148964
LRRC41,295,30.53471225701777
TULP4,146,66.95879306113983
FBXL4,298,32.930301989141554
TRIM37,259,39.83443514206152
COMMD3,183,79.45407292979229
DCUN1D5,179,79.7015031453163
COPS6,225,112.82033001244254
SOCS6,155,75.02501194944209
TGFBR1,84,63.82692394318719
UBE2D4,270,46.57668151105951
HERC4,258,38.29696227830029
RNF213,259,40.63710158778309
UBE2A,304,75.10173613772812
KLHL3,300,34.383801252637944
FBXL13,297,32.041083050758104
UBE2O,259,40.675611612649746
KLHL42,294,30.728447644461
DPP3,4,3.7662337662337664
CAT,150,94.69661409562133
KLHL13,301,37.044888126654314
COMMD6,186,82.64525621164648
UBE2W,257,38.548590661667546
NEURL2,146,66.58379306113981
CUL7,285,55.6359096638584
DTX3L,260,41.012793286115006
RNF130,257,38.73351619913309
COPS4,223,110.80434125972853
SOCS2,161,79.21074921683532
FBXW4,311,42.62192123458973
FBXW8,299,33.76418521864573
RNF7,309,38.00756345864962
FBXO9,301,32.021491872058476
COMMD7,182,81.93247428792264
TRIP12,283,60.921418390940566
FBXO15,295,30.53471225701777
ASB1,300,35.160563871797905
HECW2,255,36.849939018030504
LRSAM1,261,42.0761713429963
CRYZ,16,13.507413992661716
COMMD4,186,82.747706820182
DCUN1D2,176,76.91509543897591
KLHL9,301,37.044888126654335
GAN,299,34.840521901962
HERC6,278,51.084229660957995
FBXO6,309,39.698710219013
ANAPC13,282,55.15869904617542
UBOX5,267,44.502120252153475
ZBTB16,306,42.49442192165648
KLHL25,295,31.597475589829376
